"Name,""Source"",""Page"",""Size"",""Type"",""Alignment"",""AC"",""HP"",""Speed"",""Strength"",""Dexterity"",""Constitution"",""Intelligence"",""Wisdom"",""Charisma"",""Saving Throws"",""Skills"",""Damage Vulnerabilities"",""Damage Resistances"",""Damage Immunities"",""Condition Immunities"",""Senses"",""Languages"",""CR"",""Traits"",""Actions"",""Bonus Actions"",""Reactions"",""Legendary Actions"",""Mythic Actions"",""Lair Actions"",""Regional Effects"",""Environment"",""Treasure""";;;;;;;
"The aboleth casts phantasmal force (no components required) on any number of creatures it can see within 60 feet of it. While maintaining concentration on this effect, the aboleth can't take other lair actions. If a target succeeds on the saving throw or if the effect ends for it, the target is immune to the aboleth's phantasmal force lair action for the next 24 hours, although such a creature can choose to be affected.Pools of water within 90 feet of the aboleth surge outward in a grasping tide. Any creature on the ground within 20 feet of such a pool must succeed on a DC 14 Strength saving throw or be pulled up to 20 feet into the water and knocked prone. The aboleth can't use this lair action again until it has used a different one.Water in the aboleth's lair magically becomes a conduit for the creature's rage. The aboleth can target any number of creatures it can see in such water within 90 feet of it. A target must succeed on a DC 14 Wisdom saving throw or take 7 (2d6) psychic damage. The aboleth can't use this lair action again until it has used a different one."",""The region containing an aboleth's lair is warped by the creature's presence, which creates one or more of the following effects:";;;;;;;
;;;;;;;
"Underground surfaces within 1 mile of the aboleth's lair are slimy and wet and are difficult terrain.Water sources within 1 mile of the lair are supernaturally fouled. Enemies of the aboleth that drink such water vomit it within minutes.As an action, the aboleth can create an illusory image of itself within 1 mile of the lair. The copy can appear at any location the aboleth has seen before or in any location a creature charmed by the aboleth can currently see. Once created, the image lasts for as long as the aboleth maintains concentration, as if concentrating on a spell. Although the image is intangible, it looks, sounds, and can move like the aboleth. The aboleth can sense, speak, and use telepathy from the image's position as if present at that position. If the image takes any damage, it disappears.If the aboleth dies, the first two effects fade over the course of 3d10 days."",""Underdark"",""""";;;;;;;
"Aboleth,""MM'25"",""12"",""Large"",""Aberration"",""lawful evil"",""17"",""150 (20d10 + 40)"",""10 ft., Swim 40 ft."",""21"",""9"",""15"",""18"",""15"",""18"",""Dex +3, Con +6, Int +8, Wis +6"",""History +12, Perception +10"","""","""","""","""",""Darkvision 120 ft., passive Perception 20"",""Deep Speech";" telepathy 120 ft."",""10 (XP 5.900, or 7.200 in lair";" PB +4)"",""Amphibious. The aboleth can breathe air and water.";;;;;
;;;;;;;
Eldritch Restoration. If destroyed, the aboleth gains a new body in 5d10 days, reviving with all its Hit Points in the Far Realm or another location chosen by the DM.;;;;;;;
;;;;;;;
Legendary Resistance (3/Day, or 4/Day in Lair). If the aboleth fails a saving throw, it can choose to succeed instead.;;;;;;;
;;;;;;;
Mucus Cloud. While underwater, the aboleth is surrounded by mucus. Constitution Saving Throw: DC 14, each creature in a 5-foot Emanation originating from the aboleth at the end of the aboleth's turn. Failure: The target is cursed. Until the curse ends, the target's skin becomes slimy, the target can breathe air and water, and it can't regain Hit Points unless it is underwater.;;;;;;;
;;;;;;;
While the cursed creature is outside a body of water, the creature takes 6 (1d12) Acid damage at the end of every 10 minutes unless moisture is applied to its skin before those minutes have passed.;;;;;;;
;;;;;;;
"Probing Telepathy. If a creature the aboleth can see communicates telepathically with the aboleth, the aboleth learns the creature's greatest desires."",""Multiattack. The aboleth makes two Tentacle attacks and uses either Consume Memories or Dominate Mind if available.";;;;;;;
;;;;;;;
Tentacle. Melee Attack Roll: +9, reach 15 ft. Hit: 12 (2d6 + 5) Bludgeoning damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 14) from one of four tentacles.;;;;;;;
;;;;;;;
Consume Memories. Intelligence Saving Throw: DC 16, one creature within 30 feet that is Charmed or Grappled by the aboleth. Failure: 10 (3d6) Psychic damage. Success: Half damage. Failure or Success: The aboleth gains the target's memories if the target is a Humanoid and is reduced to 0 Hit Points by this action.;;;;;;;
;;;;;;;
Dominate Mind (2/Day). Wisdom Saving Throw: DC 16, one creature the aboleth can see within 30 feet. Failure: The target has the Charmed condition until the aboleth dies or is on a different plane of existence from the target. While Charmed, the target acts as an ally to the aboleth and is under its control while within 60 feet of it. In addition, the aboleth and the target can communicate telepathically with each other over any distance.;;;;;;;
;;;;;;;
"The target repeats the save whenever it takes damage as well as after every 24 hours it spends at least 1 mile away from the aboleth, ending the effect on itself on a success."","""","""",""Lash. The aboleth makes one Tentacle attack.";;;;;;;
;;;;;;;
"Psychic Drain. If the aboleth has at least one creature Charmed or Grappled, it uses Consume Memories and regains 5 (1d10) Hit Points."","""","""",""The region containing an aboleth's lair is warped by it, creating the following effects:";;;;;;;
;;;;;;;
Foul Water. Water sources within 1 mile of the lair are supernaturally fouled. Creatures other than the aboleth and its allies that drink such water must succeed on a DC 15 Constitution saving throw or have the Poisoned condition for 1 hour.;;;;;;;
;;;;;;;
Psionic Projection. While in its lair, the aboleth can cast Project Image, requiring no spell components and using Intelligence as the spellcasting ability (spell save DC 16). When casting the spell this way, the spell's range is 1 mile, and the aboleth can use its telepathy as if it were in the illusion's space.;;;;;;;
;;;;;;;
"If the aboleth dies or moves its lair elsewhere, these effects end immediately."",""Underdark, Underwater"",""Relics""";;;;;;;
"Aboleth Spawn,""CRCotN"",""135"",""Medium"",""Aberration"",""lawful evil"",""14 (natural armor)"",""93 (11d8 + 44)"",""30 ft., Swim 30 ft."",""19"",""11"",""18"",""7"",""12"",""9"","""",""Perception +4"","""",""psychic"","""",""charmed, frightened"",""Darkvision 120 ft., passive Perception 14"",""Common, Deep Speech, telepathy 60 ft."",""5 (XP 1.800";" PB +3)"",""Abolethic Vessel. The spawn must obey its aboleth master.";;;;;;
;;;;;;;
Amphibious. The spawn can breathe air and water.;;;;;;;
;;;;;;;
"Water Dependency. The spawn takes 6 (1d12) acid damage every 10 minutes it goes without being immersed in water."",""Multiattack. The spawn makes one Spear attack, two Tentacle attacks, and one Psychic Lash attack.";;;;;;;
;;;;;;;
Spear. Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 7 (1d6 + 4) piercing damage, or 8 (1d8 + 4) piercing damage when used with two hands to make a melee attack.;;;;;;;
;;;;;;;
Tentacle. Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: The target is grappled (escape DC 14) and takes 9 (2d8) psychic damage at the start of each of its turns until the grapple ends. The spawn has four tentacles, each of which can grapple one creature.;;;;;;;
;;;;;;;
"Psychic Lash. Ranged Spell Attack: +7 to hit, range 120 ft., one creature. Hit: 18 (4d8) psychic damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Abominable Yeti,""MM'14"",""306"",""Huge"",""Monstrosity"",""chaotic evil"",""15 (natural armor)"",""137 (11d12 + 66)"",""40 ft., Climb 40 ft."",""24"",""10"",""22"",""9"",""13"",""9"","""",""Perception +5, Stealth +4"","""","""",""cold"","""",""Darkvision 60 ft., passive Perception 15"",""Yeti"",""9 (XP 5.000";" PB +4)"",""Fear of Fire. If the yeti takes fire damage, it has disadvantage on attack rolls and ability checks until the end of its next turn.";;;;;;
;;;;;;;
Keen Smell. The yeti has advantage on Wisdom (Perception) checks that rely on smell.;;;;;;;
;;;;;;;
"Snow Camouflage. The yeti has advantage on Dexterity (Stealth) checks made to hide in snowy terrain."",""Multiattack. The yeti can use its Chilling Gaze and makes two claw attacks.";;;;;;;
;;;;;;;
Claw. Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 14 (2d6 + 7) slashing damage plus 7 (2d6) cold damage.;;;;;;;
;;;;;;;
Chilling Gaze. The yeti targets one creature it can see within 30 feet of it. If the target can see the yeti, the target must succeed on a DC 18 Constitution saving throw against this magic or take 21 (6d6) cold damage and then be paralyzed for 1 minute, unless it is immune to cold damage. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If the target's saving throw is successful, or if the effect ends on it, the target is immune to this yeti's gaze for 1 hour.;;;;;;;
;;;;;;;
"Cold Breath (Recharge 6). The yeti exhales a 30-foot cone of frigid air. Each creature in that area must make a DC 18 Constitution saving throw, taking 45 (10d8) cold damage on a failed save, or half as much damage on a successful one."","""","""","""","""","""","""",""Arctic"",""""";;;;;;;
"Abominable Yeti,""MM'25"",""340"",""Huge"",""Monstrosity"",""chaotic evil"",""15"",""137 (11d12 + 66)"",""40 ft., Climb 40 ft."",""24"",""10"",""22"",""9"",""13"",""9"","""",""Perception +9, Stealth +8"","""","""",""cold"","""",""Darkvision 60 ft., passive Perception 19"",""Yeti"",""9 (XP 5.000";" PB +4)"",""Fear of Fire. If the yeti takes Fire damage, it has Disadvantage on attack rolls and ability checks until the end of its next turn."",""Multiattack. The yeti can use its Chilling Gaze and makes two attacks, using Claw or Ice Throw in any combination.";;;;;;
;;;;;;;
Claw. Melee Attack Roll: +11, reach 5 ft. Hit: 14 (2d6 + 7) Slashing damage plus 7 (2d6) Cold damage.;;;;;;;
;;;;;;;
Ice Throw. Ranged Attack Roll: +11, range 60/240 ft. Hit: 12 (2d4 + 7) Bludgeoning damage plus 7 (2d6) Cold damage.;;;;;;;
;;;;;;;
Chilling Gaze. Constitution Saving Throw: DC 18, one creature the yeti can see within 30 feet. Failure: 21 (6d6) Cold damage, and the target has the Paralyzed condition until the start of the yeti's next turn unless the target has Immunity to Cold damage. Success: The target is immune to this yeti's Chilling Gaze for 1 hour.;;;;;;;
;;;;;;;
"Cold Breath (Recharge 6). Constitution Saving Throw: DC 18, each creature in a 30-foot Cone. Failure: 45 (10d8) Cold damage. Success: Half damage."","""","""","""","""","""","""",""Arctic"",""Any""";;;;;;;
"Abyssal Chicken,""BGDIA"",""97"",""Tiny"",""Fiend (Demon)"",""chaotic evil"",""13 (natural armor)"",""10 (3d4 + 3)"",""30 ft., Fly 30 ft. (see bad flier below)"",""6"",""14"",""13"",""4"",""9"",""5"","""","""","""",""cold, fire, lightning"",""poison"",""blinded, poisoned"",""Blindsight 30 ft. (blind beyond this radius), passive Perception 9"",""Understands Abyssal but can't speak"",""1/4 (XP 50";" PB +2)"",""Bad Flier. The abyssal chicken falls at the end of a turn if it's airborne and the only thing holding it aloft is its flying speed."",""Multiattack. The abyssal chicken makes two attacks: one with its bite and one with its claws.";;;;;;
;;;;;;;
Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage.;;;;;;;
;;;;;;;
"Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Abyssal Wretch,""MTF"",""136"",""Medium"",""Fiend (Demon)"",""chaotic evil"",""11"",""18 (4d8)"",""20 ft."",""9"",""12"",""11"",""5"",""8"",""5"","""","""","""",""cold, fire, lightning"",""poison"",""charmed, frightened, poisoned"",""Darkvision 120 ft., passive Perception 9"",""Understands Abyssal but can't speak"",""1/4 (XP 50";" PB +2)"","""",""Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage."","""","""","""","""","""","""","""",""""";;;;;;
"Acererak,""ToA"",""209"",""Medium"",""Undead"",""neutral evil"",""21 (natural armor)"",""285 (30d8 + 150)"",""30 ft."",""13"",""16"",""20"",""27"",""21"",""20"",""Con +12, Int +15, Wis +12"",""Arcana +22, History +22, Insight +12, Perception +12"","""",""cold, lightning"",""necrotic, poison";" bludgeoning, piercing, and slashing from nonmagical attacks"",""blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned, stunned"",""Truesight 120 ft., passive Perception 22"",""Abyssal, Common, Draconic, Dwarvish, Elvish, Giant, Infernal, Primordial, Undercommon"",""23 (XP 50.000";" PB +7)"",""Special Equipment. Acererak carries the Staff of the Forgotten One. He wears a Talisman of the Sphere and has a Sphere of Annihilation under his control.";;;;;
;;;;;;;
Legendary Resistance (3/Day). If Acererak fails a saving throw, he can choose to succeed instead.;;;;;;;
;;;;;;;
Rejuvenation. Acererak's body turns to dust when he drops to 0 hit points, and his equipment is left behind. Acererak gains a new body after 1d10 days, regaining all his hit points and becoming active again. The new body appears within 5 feet of Acererak's phylactery, the location of which is hidden.;;;;;;;
;;;;;;;
Spellcasting. Acererak is a 20th-level spellcaster. His spellcasting ability is Intelligence (spell save DC 23, +15 to hit with spell attacks). Acererak has the following wizard spells prepared:;;;;;;;
;;;;;;;
Cantrips (at will): mage hand, ray of frost, shocking grasp;;;;;;;
;;;;;;;
1st level (at will): ray of sickness, shield;;;;;;;
;;;;;;;
2nd level (at will): arcane lock, knock;;;;;;;
;;;;;;;
3rd level (at will): animate dead, counterspell;;;;;;;
;;;;;;;
4th level (3 slots): blight, ice storm, phantasmal killer;;;;;;;
;;;;;;;
5th level (3 slots): cloudkill, hold monster, wall of force;;;;;;;
;;;;;;;
6th level (3 slots): chain lightning, circle of death, disintegrate;;;;;;;
;;;;;;;
7th level (3 slots): finger of death, plane shift, teleport;;;;;;;
;;;;;;;
8th level (2 slots): maze, mind blank;;;;;;;
;;;;;;;
9th level (2 slots): power word kill, time stop;;;;;;;
;;;;;;;
"Turn Resistance. Acererak has advantage on saving throws against any effect that turns undead."",""Paralyzing Touch. Melee Spell Attack: +15 to hit, reach 5 ft., one creature. Hit: 10 (3d6) cold damage, and the target must succeed on a DC 20 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.";;;;;;;
;;;;;;;
Staff (+3 Quarterstaff). Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage plus 10 (3d6) necrotic damage, or 8 (1d8 + 4) bludgeoning damage plus 10 (3d6) necrotic damage when used with two hands.;;;;;;;
;;;;;;;
"Invoke Curse. While holding the Staff of the Forgotten One, Acererak expends 1 charge from it and targets one creature he can see within 60 feet of him. The target must succeed on a DC 23 Constitution saving throw or be cursed. Until the curse is ended, the target can't regain hit points and has vulnerability to necrotic damage. Greater restoration, remove curse, or similar magic ends the curse on the target."","""","""",""At-Will Spell. Acererak casts one of his at-will spells.";;;;;;;
;;;;;;;
Melee Attack. Acererak uses Paralyzing Touch or makes one melee attack with his staff.;;;;;;;
;;;;;;;
Frightening Gaze (Costs 2 Actions). Acererak fixes his gaze on one creature he can see within 10 feet of him. The target must succeed on a DC 20 Wisdom saving throw against this magic or become frightened for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a target's saving throw is successful or the effect ends for it, the target its immune to Acererak's gaze for the next 24 hours.;;;;;;;
