Name,Source,Page,Rarity,Type,Attunement,Damage,Properties,Mastery,Weight,Value,Text
Acheron Blade,EGW,265,raro,Generic Variant,requiere sintonia,,,,,,"The black blade of this sword is crafted from a mysterious arcane alloy. You gain a +1 bonus to attack and dano rolls made with this magic arma. While the sword is on your person, you are immune to effects that turn No muerto.

Dark Blessing. While holding the sword, you can use an action to give yourself 1d4 + 4 temporary puntos de golpe. This property can't be used again until the next dusk.

Disheartening Strike. When you hit a creature with an attack using this arma, you can fill el objetivo with unsettling dread: el objetivo has disadvantage on the next tirada de salvacion it makes before the end of your next turn. The creature ignores this effect if it's immune to the asustado condition. Once you use this property, you can't do so again until the next dusk.

Base items. This item variant can be applied to the following base items:

Double-Bladed Scimitar (Acheron Blade Double-Bladed Scimitar)Greatsword (Acheron Blade Greatsword)Longsword (Acheron Blade Longsword)Rapier (Acheron Blade Rapier)Scimitar (Acheron Blade Scimitar)Shortsword (Acheron Blade Shortsword)"
Acid,PHB'24,222,ninguno,Adventuring Gear,,,,,1 lb.,25 GP,"When you take the Attack action, you can replace one of your attacks with throwing a vial of Acid. Target una criatura or object you can see within 20 pies of yourself. el objetivo debe superar a Dexterity tirada de salvacion (DC 8 plus your Dexterity modifier and Proficiency Bonus) or take 2d6 Acid dano."
Acid Absorbing Tattoo,TCE,119,muy raro,objeto maravilloso (Tattoo),requiere sintonia,,,,,,"Produced by a special needle, this magic tattoo features designs that emphasize one color (green).

Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.

If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space.

dano Resistance. While the tattoo is on your skin, you have resistance to acid dano.

dano Absorption. When you take acid dano, you can use your reaction to gain immunity against that instance of the dano, and you regain a number of puntos de golpe equal to half the dano you would have taken. Once this reaction is used, it can't be used again until the next dawn."
Adamantine Ammunition,XGE,78,desconocido,"Ammunition, Generic Variant",,,,,,,"Ammunition made of or coated with adamantine is unusually effective when used to break objects. Whenever a piece of adamantine ammunition hits an object, the hit is a critical hit.

The adamantine version of ten pieces of ammunition costs 500 gp more than the normal version, whether the ammunition is made of the metal or coated with it.

Base items. This item variant can be applied to the following base items:

Arrow (Adamantine Arrow)Bolt (Adamantine Bolt)Firearm Bullet (Adamantine Firearm Bullet)Needle (Adamantine Needle)Sling Bullet (Adamantine Sling Bullet)"
Adamantine armadura,DMG'24,227,poco comun,Generic Variant,,,,,,,"This suit of armadura is reinforced with adamantine, one of the hardest substances in existence. While you're wearing it, any Critical Hit against you becomes a normal hit.

Base items. This item variant can be applied to the following base items:

Breastplate (Adamantine Breastplate)Chain Mail (Adamantine Chain Mail)Chain Shirt (Adamantine Chain Shirt)Half Plate armadura (Adamantine Half Plate armadura)Plate armadura (Adamantine Plate armadura)anillo Mail (Adamantine anillo Mail)Scale Mail (Adamantine Scale Mail)Splint armadura (Adamantine Splint armadura)"
Adamantine Bar,WDH,90,ninguno,Trade bueno,,,,,10 lb.,1.000 GP,"Most wealth is not in coins. It is measured in livestock, grain, land, rights to collect taxes, or rights to resources (such as a mine or a forest).

Guilds, nobles, and royalty regulate trade. Chartered companies are granted rights to conduct trade along certain routes, to send merchant ships to various ports, or to buy or sell specific goods. Guilds set prices for the goods or services that they control, and determine who may or may not offer those goods and services. Merchants commonly exchange trade goods without using currency."
Adamantine arma,DMG'24,227,poco comun,Generic Variant,,,,,,,"This arma or piece of ammunition is made of adamantine, one of the hardest substances in existence. Whenever this arma or piece of ammunition hits an object, the hit is a Critical Hit.

Base items. This item variant can be applied to the following base items:

Arrow (Adamantine Arrow)Battleaxe (Adamantine Battleaxe)Bolt (Adamantine Bolt)Club (Adamantine Club)Dagger (Adamantine Dagger)Energy Cell (Adamantine Energy Cell)Firearm Bullet (Adamantine Firearm Bullet)Flail (Adamantine Flail)Glaive (Adamantine Glaive)Greataxe (Adamantine Greataxe)Greatclub (Adamantine Greatclub)Greatsword (Adamantine Greatsword)Halberd (Adamantine Halberd)Handaxe (Adamantine Handaxe)Javelin (Adamantine Javelin)Lance (Adamantine Lance)Light Hammer (Adamantine Light Hammer)Longsword (Adamantine Longsword)Mace (Adamantine Mace)Maul (Adamantine Maul)Morningstar (Adamantine Morningstar)Needle (Adamantine Needle)Pike (Adamantine Pike)Quarterstaff (Adamantine Quarterstaff)Rapier (Adamantine Rapier)Scimitar (Adamantine Scimitar)Shortsword (Adamantine Shortsword)Sickle (Adamantine Sickle)Sling Bullet (Adamantine Sling Bullet)Spear (Adamantine Spear)Trident (Adamantine Trident)War Pick (Adamantine War Pick)Warhammer (Adamantine Warhammer)Whip (Adamantine Whip)"
Adjustable Stilts,WDH,47,desconocido,Other,,,,,8 lb.,,The stilts take 1 minute to put on or remove. They increase the height of any Humanoide wearing them by 2 to 5 pies. Each stilt weighs 8 pounds and is 1 foot long when fully collapsed.
Adventurer's anillo,FRHoF,132,comun,anillo,,,,,,,"While the cover on this anillo is open, the anillo produces a flame that creates no heat and consumes no fuel. It sheds Bright Light in a 20-foot radius and Dim Light for an additional 20 pies. As a Bonus Action, you can close the cover, smothering the flame, or open it again."
Adze of Annam,BGG,110,artefacto,"arma (Greataxe), Martial arma, Melee arma",requiere sintonia,1d12 Slashing,"heavy, two‑handed",,7 lb.,,"This massive adze is said to have been wielded by All-Father Annam, not as a arma but as the tool he used to shape the various worlds of the Material Plane eons ago.

Random Properties. The adze has the following random properties, determined by rolling on the appropriate table in the Dungeon Master's Guide:

2 minor beneficial properties1 major beneficial property2 minor detrimental properties Magic arma. When a creature attunes to the adze, the artifact magically adjusts its size so that creature can wield it as a greataxe. The adze is a magic arma that grants a +3 bonus to attack and dano rolls made with it. On a hit, the adze deals an additional 3d12 force dano. It also deals double dano to objects and structures.

Divine Mattock. As an action, you can call upon the might of the All-Father and use the adze to cast move earth or fabricate. Once this property is used, it can't be used again until the next dawn.

Heavy. Creatures that are Pequeno or Diminuto have disadvantage on attack rolls with heavy weapons. A heavy arma's size and bulk make it too Grande for a Pequeno or Diminuto creature to use effectively.

Two-Handed. This arma requires two hands to use. This property is relevant only when you attack with the arma, not when you simply hold it."
Aerenal Trinket,ERLW,134,ninguno,Adventuring Gear,,,,,,,"Trinkets from Aerenald8Trinket1A bronzewood anillo inscribed with the Elfico word for ""hope""2A dried flower; if it's placed in water, it blooms3An ebony locket; when it's opened, an elven voice whispers ""Always""4A Diminuto skull carved from dark wood5A finger bone inscribed with an unknown sigil6An ivory flute which produces no sound7A Pequeno journal made from preserved leaves8A book of poetry written by No muerto elves"
Airship,PHB'24,230,ninguno,Vehicle (Air),,"Speed: 8 mphCarrying Capacity: 1 ton cargo, 20 passengersCrew 10, AC 13, HP 300",,,,40.000 GP,"Speed. A ship sailing against a strong wind moves at half speed. In a dead calm (no wind), waterborne ships can't move under sail and must be rowed. Keelboats and Rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A Rowboat can be carried and weighs 100 pounds.

Crew. A ship larger than a Keelboat or Rowboat needs a crew of skilled hirelings (see ""Services"") to function. The minimum number of skilled hirelings needed to crew a ship depends on the type of ship.

Passengers. The number of Pequeno and Mediano passengers the ship can accommodate using hammocks. A ship outfitted with private accommodations can carry one-fifth as many passengers. A passenger usually pays 5 SP per day for a hammock, but prices can vary from ship to ship. A Pequeno private cabin usually costs 2 GP per day.

dano Threshold. See the rules glossary.

Ship Repair. Repairs to a damaged ship can be made while the vessel is berthed. Repairing 1 Hit Point of dano requires 1 day and costs 20 GP for materials and labor. If the repairs are made in a location where supplies and skilled labor are abundant, such as a city shipyard, the repair time and cost are halved."
"Akmon, Hammer of Purphoros",MOT,198,artefacto,"arma (Warhammer), Martial arma, Melee arma",requiere sintonia,1d8 Bludgeoning,versatile (1d10),,2 lb.,,"Purphoros's hammer works wonders and disasters, the god of the forge using it to craft ground-breaking marvels and dangerous inventions in equal measure. Purphoros rarely bestows Akmon on mortals but occasionally leaves it unattended at his forge in Mount Velus. When Purphoros does permit a mortal to use the hammer, it's usually so they might bring an important work into being, wreck a force of destruction, or forge something remarkable somewhere the god isn't welcome.

Hammer of the Forge. This magic warhammer grants a +3 bonus to attack and dano rolls made with it. When you hit with an attack using it, el objetivo recibe an extra 3d10 fire dano.

Blessing of the Forge. If you are a worshiper of Purphoros, you gain all the following benefits for which you have the required piety:

Piety 10+. The hammer has 1 randomly determined minor beneficial property.

Piety 25+. The hammer has 1 randomly determined major beneficial property.

Piety 50+. The hammer has 1 additional randomly determined major beneficial property.

If you aren't a worshiper of Purphoros, the hammer has 2 randomly determined minor detrimental properties.

See ""Artifacts"" in chapter 7 of the Dungeon Master's Guide for details on randomly determined properties.

Reforged. While holding the hammer, you have resistance to fire dano and are immune to exhaustion. Additionally, you have proficiency with smith's tools and have advantage on all ability checks made using them.

Spells. While the hammer is on your person, you can use an action to cast one of the following spells (save DC 18): animate objects, heat metal, fabricate, magic arma, mending, shatter. Once you use the hammer to cast a spell, the spell can't be cast again from it until the next dusk.

Destroying the Hammer. To destroy the hammer, it must be taken to the realm of Tizerus, in the Underworld. There it must be coated in clay from the Mire of Punishment. The heat of the hammer hardens the clay, which fuses to it after one month. Once fully hardened, the clay-covered hammer must be swallowed and digested by a kraken.

Versatile. This arma can be used with one or two hands. A dano value in parentheses appears with the property—the dano when the arma is used with two hands to make a melee attack."
Alchemical Compendium,TCE,119,raro,"objeto maravilloso, Spellcasting Focus",requiere sintonia By a Wizard,,,,3 lb.,,"Acrid odors cling to this stained, heavy volume. The book's metal fittings are copper, iron, lead, silver, and gold, some frozen mid-transition from one metal to another. When found, the book contains the following spells: enlarge/reduce, feather fall, flesh to stone, gaseous form, magic arma, and polymorph. It functions as a spellbook for you.

While you are holding the book, you can use it as a spellcasting focus for your wizard spells.

The book has 3 charges, and it regains 1d3 expended charges daily at dawn. You can use the charges in the following ways while holding it:

If you spend 1 minute studying the book, you can expend 1 charge to replace one of your prepared wizard spells with a different spell in the book. The new spell must be of the transmutation school.As an action, you can touch a nonmagical object that isn't being worn or carried and spend a number of charges to transform el objetivo into another object. For 1 charge, the object can be no larger than 1 foot on a side. You can spend additional charges to increase the maximum dimensions by 2 pies per charge. The new object must have a gold value equal to or less than the original."
