"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"+3 Vara del Guardián del Pacto","DMG'24","301","muy raro","Vara","Requiere sintonía por parte de un brujo","","","","2 lb.","","Mientras sostienes esta vara, obtienes una bonificación de +3 a las tiradas de ataque de hechizos y a las CD de las tiradas de salvación de tus hechizos de brujo.

Además, puedes recuperar un espacio de hechizo como acción mágica mientras sostienes la vara. No puedes volver a usar esta propiedad hasta que termines un Descanso Largo."
"+3 Escudo (*)","DMG'24","303","muy raro","Variante genérica","","","","","","","* Esta variante genérica tiene el mismo nombre y origen que el elemento +3 Escudo.

Mientras sostienes este escudo, tienes una bonificación de +3 a la clase de armadura, además de la bonificación normal del escudo a la CA.

Artículos básicos. Esta variante de artículo se puede aplicar a los siguientes artículos básicos:

Escudo (+3 Escudo)"
"+3 Varita del mago de guerra","DMG'24","322","muy raro","Varita mágica","Requiere sintonía por parte de un lanzador de conjuros","","","","1 lb.","","Mientras sostienes esta varita, obtienes una bonificación de +3 a las tiradas de ataque con hechizos. Además, ignoras la Media Cobertura cuando haces una tirada de ataque con hechizos."
"+3 Arma","DMG'24","324","muy raro","Variante genérica","","","","","","","Tienes una bonificación de +3 a las tiradas de ataque y daño realizadas con esta arma mágica.

Artículos básicos. Esta variante de artículo se puede aplicar a los siguientes artículos básicos:

Rifle de antimateria (+3 Rifle de antimateria)Rifle automático (+3 Rifle automático)Hacha de batalla (+3 Hacha de batalla)Cerbatana (+3 Cerbatana)Club (+3 Club)Daga (+3 Daga)Dardo (+3 Dardo)Cimitarra de doble hoja (+3 Cimitarra de doble hoja)Mayal (+3 Mayal)Guja (+3 Guja)Gran hacha (+3 Gran hacha)Gran garrote (+3) Gran garrote)Espadón (+3 Espada magna)Alabarda (+3 Alabarda)Ballesta de mano (+3 Ballesta de mano)Hacha de mano (+3 Hacha de mano)Ballesta pesada (+3 Ballesta pesada)Lanza corta con gancho (+3 Lanza corta con gancho)Hoopak (+3 Hoopak)Rifle de caza (+3 Rifle de caza)Jabalina (+3 Jabalina)Lanza (+3 Lanza)Pistola láser (+3 Láser) Pistola)Rifle láser (+3 rifle láser)Ballesta ligera (+3 Ballesta ligera)Martillo ligero (+3 Martillo ligero)Ballesta ligera de repetición (+3 Ballesta ligera de repetición)Arco largo (+3 Arco largo)Espada larga (+3 Espada larga)Maza (+3 Maza)Mazo (+3 Maul)Morningstar (+3 Morningstar)Musquete (+3 Mosquete)Pica (+3 Pica)Pistola (+3 Pistola)Cuartel (+3 Quarterstaff)Estoque (+3 Estoque)Revólver (+3 Revólver)Cimitarra (+3 Cimitarra)Pistola semiautomática (+3 Pistola semiautomática)Arco corto (+3 Arco corto)Espada corta (+3 Espada corta)Escopeta (+3 Escopeta)Hoz (+3 Hoz)Honda (+3 Honda)Lanza (+3 Lanza)Tridente (+3 Tridente)Pico de guerra (+3 Guerra Elegir)Warhammer (+3 Warhammer)Látigo (+3 Látigo)Yklwa (+3 Yklwa)"
"+3 Arma (sin daño)","DMG'14","213","muy raro","Variante genérica","","","","","","","Tienes un bono de +3 a las tiradas de ataque realizadas con esta arma."
"+3 envolturas de poder desarmado","DMG'24","325","muy raro","Objeto maravilloso","","","","","","","Mientras usas estas envolturas, tienes una bonificación de +3 a las tiradas de ataque y de daño realizadas con tus golpes desarmados. Esos ataques causan tu elección de daño de Fuerza o su tipo de daño normal."
"Ábaco","PHB'14","150","ninguno","Equipo de aventuras","","","","","2 lb.","2 GP",""
"Abracadabrus","IDRotF","314","muy raro","Objeto maravilloso","","","","","25 lb.","","Un abracadabrus es un cofre de madera ornamentado y tachonado de piedras preciosas que pesa 25 libras cuando está vacío. Su compartimento interior es un cubo que mide 1½ pies de lado.

El cofre tiene 20 cargas. Una criatura puede usar una acción para tocar la tapa cerrada del cofre y gastar 1 de las cargas del cofre mientras nombra uno o más objetos no mágicos (incluidas materias primas, alimentos y líquidos) por un valor total de 1 po o menos. Los objetos nombrados aparecen mágicamente en el cofre, siempre que todos puedan caber dentro y el cofre no contenga nada más. Por ejemplo, el cofre puede evocar un plato de fresas, un plato de sopa caliente, una jarra de agua, un animal de peluche o una bolsa de veinte abrojos. La comida y la bebida conjuradas por el cofre son deliciosas y se echan a perder si no se consumen después de 24 horas. Las gemas y metales preciosos creados por el cofre desaparecen después de 1 minuto.

El cofre recupera 1d20 cargas gastadas diariamente al amanecer. Si se gasta la última carga del objeto, tira un d20. Con un 1, el cofre pierde su magia (convirtiéndose en un cofre normal) y sus piedras preciosas se convierten en polvo."
"Tatuaje absorbente","TCE","119","muy raro","Objeto maravilloso (tatuaje)","Requiere sintonización","","","","","","Producido con una aguja especial, este tatuaje mágico presenta diseños que enfatizan un color.

Sintonía con el tatuaje. Para sintonizarse con este elemento, coloque la aguja en la piel donde desea que aparezca el tatuaje y presione la aguja allí durante todo el proceso de sintonización. Cuando se completa la sintonía, la aguja se convierte en la tinta que se convierte en el tatuaje, que aparece en la piel.

Si tu sintonía con el tatuaje termina, el tatuaje desaparece y la aguja reaparece en tu espacio.

Resistencia al daño. Mientras el tatuaje esté en tu piel, tienes resistencia a un tipo de daño asociado con ese color, como se muestra en la siguiente tabla. El DM elige el color o lo determina al azar.

Tatuaje absorbented10ColorTatuaje1VerdeTatuaje absorbente de ácido2Azul Tatuaje absorbente de frío3RojoTatuaje absorbente de fuego4BlancoTatuaje absorbente de fuerza5Amarillo Tatuaje absorbente de relámpagos6NegroTatuaje absorbente necrótico7VioletaTatuaje absorbente de veneno8PlataTatuaje absorbente psíquico9OroTatuaje absorbente radiante10NaranjaTatuaje absorbente de truenos Absorción de daños. Cuando recibes daño del tipo elegido, puedes usar tu reacción para ganar inmunidad contra esa instancia del daño y recuperas una cantidad de puntos de vida igual a la mitad del daño que habrías recibido. Una vez que se usa esta reacción, no se puede volver a usar hasta el siguiente amanecer.

Existen múltiples variaciones de este artículo, como se enumeran a continuación:

Tatuaje De Absorción De Ácido"
"Hoja de Aqueronte","EGW","265","extraño","Variante genérica","Requiere sintonización","","","","","","La hoja negra de esta espada está elaborada a partir de una misteriosa aleación arcana. Obtienes una bonificación de +1 a las tiradas de ataque y daño realizadas con esta arma mágica. Mientras la espada esté sobre tu persona, eres inmune a los efectos que convierten a los no-muertos.

Bendición Oscura. Mientras sostienes la espada, puedes usar una acción para obtener 1d4 + 4 puntos de vida temporales. Esta propiedad no se podrá volver a utilizar hasta el próximo anochecer.

Huelga descorazonadora. Cuando golpeas a una criatura con un ataque usando esta arma, puedes llenar al objetivo de un temor inquietante: el objetivo tiene desventaja en la siguiente tirada de salvación que realice antes del final de tu siguiente turno. La criatura ignora este efecto si es inmune a la condición de miedo. Una vez que uses esta propiedad, no podrás volver a hacerlo hasta el próximo anochecer.

Artículos básicos. Esta variante de artículo se puede aplicar a los siguientes artículos básicos:

Cimitarra de doble hoja (Acheron Blade Double-Bladed Scimitar)Gran espada (Acheron Blade Greatsword)Espada larga (Acheron Blade Longsword)Estoque (Acheron Blade Rapier)Cimitarra (Acheron Blade Scimitar)Espada corta (Acheron Blade Shortsword)"
"Ácido","PHB'24","222","ninguno","Equipo de aventuras","","","","","1 lb.","25 GP","Cuando realizas la acción de Ataque, puedes reemplazar uno de tus ataques lanzando un frasco de Ácido. Apunta a una criatura u objeto que puedas ver a 20 pies de ti. El objetivo debe superar una tirada de salvación de Destreza (CD 8 más tu modificador de Destreza y Bonificación de Competencia) o sufrir 2d6 de daño por Ácido."
"Tatuaje absorbente de ácido","TCE","119","muy raro","Objeto maravilloso (tatuaje)","Requiere sintonización","","","","","","Producido con una aguja especial, este tatuaje mágico presenta diseños que enfatizan un color (verde).

Sintonía con el tatuaje. Para sintonizarse con este elemento, coloque la aguja en la piel donde desea que aparezca el tatuaje y presione la aguja allí durante todo el proceso de sintonización. Cuando se completa la sintonía, la aguja se convierte en la tinta que se convierte en el tatuaje, que aparece en la piel.

Si tu sintonía con el tatuaje termina, el tatuaje desaparece y la aguja reaparece en tu espacio.

Resistencia al daño. Mientras el tatuaje esté en tu piel, tienes resistencia al daño del ácido.

Absorción de daños. Cuando recibes daño por ácido, puedes usar tu reacción para ganar inmunidad contra esa instancia del daño y recuperas una cantidad de puntos de vida igual a la mitad del daño que habrías recibido. Una vez que se usa esta reacción, no se puede volver a usar hasta el siguiente amanecer."
"Munición adamantina","XGE","78","desconocido","Municiones, variante genérica","","","","","","","Las municiones hechas o recubiertas con adamantina son inusualmente efectivas cuando se usan para romper objetos. Cada vez que una pieza de munición adamantina golpea un objeto, el impacto es un impacto crítico.

La versión adamantina de diez piezas de munición cuesta 500 po más que la versión normal, ya sea que la munición esté hecha de metal o recubierta con él.

Artículos básicos. Esta variante de artículo se puede aplicar a los siguientes artículos básicos:

Flecha (flecha adamantina)Perno (perno adamantino)Bala de arma de fuego (bala de arma de fuego adamantina)Aguja (aguja adamantina)Bala de honda (bala de honda adamantina)"
"Armadura Adamantina","DMG'24","227","poco común","Variante genérica","","","","","","","Esta armadura está reforzada con adamantina, una de las sustancias más duras que existen. Mientras lo llevas puesto, cualquier golpe crítico contra ti se convierte en un golpe normal.

Artículos básicos. Esta variante de artículo se puede aplicar a los siguientes artículos básicos:

Coraza (Coraza adamantina)Cota de malla (Cota de malla adamantina)Camisa de cotas (Camisa de cadenas adamantina)Armadura de media placa (Armadura de media placa adamantina)Armadura de placas (Armadura de placas adamantina)Cota de anillo (Cota de malla de anillo adamantino)Mata de escamas (Malla de escamas adamantina)Armadura de férula (Armadura de férula adamantina)"
"Barra Adamantina","WDH","90","ninguno","Bien comercial","","","","","10 lb.","1.000 GP","La mayor parte de la riqueza no está en monedas. Se mide en ganado, cereales, tierras, derechos a recaudar impuestos o derechos sobre recursos (como una mina o un bosque).

Los gremios, los nobles y la realeza regulan el comercio. A las empresas autorizadas se les conceden derechos para realizar negocios a lo largo de determinadas rutas, enviar buques mercantes a varios puertos o comprar o vender productos específicos. Los gremios fijan los precios de los bienes o servicios que controlan y determinan quién puede o no ofrecer esos bienes y servicios. Los comerciantes suelen intercambiar bienes comerciales sin utilizar moneda."
"Arma Adamantina","DMG'24","227","poco común","Variante genérica","","","","","","","Esta arma o pieza de munición está hecha de adamantina, una de las sustancias más duras que existen. Siempre que esta arma o pieza de munición impacte un objeto, el impacto es un Impacto Crítico.

Artículos básicos. Esta variante de artículo se puede aplicar a los siguientes artículos básicos:

Flecha (Flecha adamantina)Hacha de batalla (Hacha de batalla adamantina)Perno (Perno adamantino)Club (Club adamantino)Daga (Daga adamantina)Célula de energía (Célula de energía adamantina)Bala de arma de fuego (Bala de arma de fuego adamantina)Mayal (Mayal adamantino)Guja (Guja adamantina)Gran hacha (Gran hacha adamantina)Gran garrote (Adamantina) Gran garrote)Gran espada (Espada adamantina)Alabarda (Alabarda adamantina)Hacha de mano (Hacha de mano adamantina)Jabalina (Jabalina adamantina)Lanza (Lanza adamantina)Martillo ligero (Martillo ligero adamantino)Espada larga (Espada larga adamantina)Maza (Maza adamantina)Mazo (Maza adamantina)Estrella de la mañana (Adamantina) Morningstar)Aguja (Aguja adamantina)Pica (Pica adamantina)Cuarto (Adamantine Quarterstaff)Estoque (Estoque adamantino)Cimitarra (Cimitarra adamantina)Espada corta (Espada corta adamantina)Hoz (Hoz adamantina)Honda Bala (Bala de honda adamantina)Lanza (Lanza adamantina)Tridente (Tridente adamantino)Pico de guerra (Elección de guerra adamantina)Warhammer (Adamantine Warhammer)Látigo (Látigo adamantino)"
