"Name","Source","Page","Size","Type","Alignment","AC","HP","Speed","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","Saving Throws","Skills","Damage Vulnerabilities","Damage Resistances","Damage Immunities","Condition Immunities","Senses","Languages","CR","Traits","Actions","Bonus Actions","Reactions","Legendary Actions","Mythic Actions","Lair Actions","Regional Effects","Environment","Treasure"
"Groff","SCC","194","Large","Plant","unaligned","13 (natural armor)","68 (8d10 + 24)","30 ft., Swim 30 ft.","20","10","17","4","13","7","","Perception +3, Stealth +4","","","","","Darkvision 60 ft., passive Perception 13","—","4 (XP 1.100; PB +2)","False Appearance. If the groff is motionless at the start of combat, it has advantage on its initiative roll. Moreover, if a creature hasn't observed the groff move or act, that creature must succeed on a DC 18 Intelligence (Investigation) check to discern that the groff isn't an ordinary moss-covered bog patch.

Hold Breath. The groff can hold its breath for up to 1 hour.","Multiattack. The groff makes one Bite attack and one Swamp Claw attack.

Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (1d8 + 5) piercing damage.

Swamp Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d6 + 5) slashing damage. If the target is a Medium or smaller creature, it must succeed on a DC 15 Strength saving throw or become engulfed by the groff. While engulfed, the target can't breathe, is restrained, and takes 10 (3d6) poison damage at the start of each of its turns. When the groff moves, the engulfed target moves with it. The groff can have only one target engulfed at a time.

An engulfed target can repeat the saving throw at the end of its turns. On a success, the target escapes and enters the nearest unoccupied space.","","","","","","","",""
"Grung","MPMM","149","Small","Humanoid","any alignment","12","11 (2d6 + 4)","25 ft., Climb 25 ft.","7","14","15","10","11","10","Dex +4","Athletics +2, Perception +2, Stealth +4, Survival +2","","","poison","poisoned","passive Perception 12","Grung","1/4 (XP 50; PB +2)","Amphibious. The grung can breathe air and water.

Poisonous Skin. Any creature that grapples the grung or otherwise comes into direct contact with the grung's skin must succeed on a DC 12 Constitution saving throw or become poisoned for 1 minute. A poisoned creature no longer in direct contact with the grung can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.

Standing Leap. The grung's long jump is up to 25 feet and its high jump is up to 15 feet, with or without a running start.

Water Dependency. If the grung isn't immersed in water for at least 1 hour during a day, it suffers 1 level of exhaustion at the end of that day. The grung can recover from this exhaustion only through magic or by immersing itself in water for at least 1 hour.","Dagger. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage plus 5 (2d4) poison damage.","","","","","","","Forest",""
"Grung Elite Warrior","MPMM","150","Small","Humanoid","any alignment","13","49 (9d6 + 18)","25 ft., Climb 25 ft.","7","16","15","10","11","12","Dex +5","Athletics +2, Perception +2, Stealth +5, Survival +2","","","poison","poisoned","passive Perception 12","Grung","2 (XP 450; PB +2)","Amphibious. The grung can breathe air and water.

Poisonous Skin. Any creature that grapples the grung or otherwise comes into direct contact with the grung's skin must succeed on a DC 12 Constitution saving throw or become poisoned for 1 minute. A poisoned creature no longer in direct contact with the grung can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.

Standing Leap. The grung's long jump is up to 25 feet and its high jump is up to 15 feet, with or without a running start.

Water Dependency. If the grung isn't immersed in water for at least 1 hour during a day, it suffers 1 level of exhaustion at the end of that day. The grung can recover from this exhaustion only through magic or by immersing itself in water for at least 1 hour.","Dagger. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d4 + 3) piercing damage plus 5 (2d4) poison damage.

Shortbow. Ranged Weapon Attack: +5 to hit, range 80/320 ft., one target. Hit: 6 (1d6 + 3) piercing damage plus 5 (2d4) poison damage.

Mesmerizing Chirr (Recharge 6). The grung makes a chirring noise to which grungs are immune. Each Humanoid or Beast that is within 15 feet of the grung and able to hear it must succeed on a DC 12 Wisdom saving throw or be stunned until the end of the grung's next turn.","","","","","","","Forest",""
"Grung Wildling","MPMM","150","Small","Humanoid","any alignment","16 (natural armor)","27 (5d6 + 10)","25 ft., Climb 25 ft.","7","16","15","10","15","11","Dex +5","Athletics +2, Perception +4, Stealth +5, Survival +4","","","poison","poisoned","passive Perception 14","Grung","1 (XP 200; PB +2)","Amphibious. The grung can breathe air and water.

Poisonous Skin. Any creature that grapples the grung or otherwise comes into direct contact with the grung's skin must succeed on a DC 12 Constitution saving throw or become poisoned for 1 minute. A poisoned creature no longer in direct contact with the grung can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.

Standing Leap. The grung's long jump is up to 25 feet and its high jump is up to 15 feet, with or without a running start.

Water Dependency. If the grung isn't immersed in water for at least 1 hour during a day, it suffers 1 level of exhaustion at the end of that day. The grung can recover from this exhaustion only through magic or by immersing itself in water for at least 1 hour.","Dagger. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d4 + 3) piercing damage plus 5 (2d4) poison damage.

Shortbow. Ranged Weapon Attack: +5 to hit, range 80/320 ft., one target. Hit: 6 (1d6 + 3) piercing damage plus 5 (2d4) poison damage.

Spellcasting. The grung casts one of the following spells, using Wisdom as the spellcasting ability (spell save DC 12):

At will: druidcraft

3/day each: cure wounds, spike growth

2/day: plant growth","","","","","","","Forest",""
"Guard","MM'25","162","Small or Medium","Humanoid","neutral","16","11 (2d8 + 2)","30 ft.","13","12","12","10","11","10","","Perception +2","","","","","passive Perception 12","Common","1/8 (XP 25; PB +2)","","Spear. Melee or Ranged Attack Roll: +3, reach 5 ft. or range 20/60 ft. Hit: 4 (1d6 + 1) Piercing damage.","","","","","","","Any","Individual, Armaments"
"Guard Captain","MM'25","162","Small or Medium","Humanoid","neutral","18","75 (10d8 + 30)","30 ft.","18","14","16","12","14","13","","Athletics +6, Perception +4","","","","","passive Perception 14","Common","4 (XP 1.100; PB +2)","","Multiattack. The guard makes two attacks, using Javelin or Longsword in any combination.

Javelin. Melee or Ranged Attack Roll: +6, reach 5 ft. or range 30/120 ft. Hit: 14 (3d6 + 4) Piercing damage.

Longsword. Melee Attack Roll: +6, reach 5 ft. Hit: 15 (2d10 + 4) Slashing damage.","","","","","","","Any","Individual, Armaments"
"Guard Drake","MPMM","151","Medium","Dragon","unaligned","14 (natural armor)","52 (7d8 + 21)","30 ft.","16","11","16","4","10","7","","Perception +2","","","","","Darkvision 60 ft., passive Perception 12","Understands Draconic but can't speak","2 (XP 450; PB +2)","","Multiattack. The guard drake makes one Bite attack and one Tail attack.

Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.

Tail. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage.","","","","","","","Arctic, Desert, Forest, Mountain, Swamp, Underdark, Urban",""
"Guardian Giant","GGR","201","Huge","Giant","lawful neutral","19 (half plate armor, shield)","137 (11d12 + 66)","40 ft.","24","17","22","10","18","12","Dex +6, Wis +7","Insight +7, Perception +10","","","","","passive Perception 20","Common, Giant","8 (XP 3.900; PB +3)","Vigilant. The giant can't be surprised.","Multiattack. The giant makes three spear attacks.

Spear. Melee or Ranged Weapon Attack: +10 to hit, reach 10 ft. or range 60/240 ft., one target. Hit: 17 (3d6 + 7) piercing damage, or 20 (3d8 + 7) piercing damage if used with two hands to make a melee attack.","","Protection. When an attacker the giant can see makes an attack roll against a creature within 10 feet of the giant, the giant can impose disadvantage on the attack roll.","","","","","",""
"Guardian Naga","MM'25","161","Large","Celestial","lawful good","18","136 (16d10 + 48)","40 ft., Climb 40 ft., Swim 40 ft.","19","18","16","16","19","18","Dex +8, Con +7, Int +7, Wis +8, Cha +8","Arcana +11, History +11, Religion +11","","","poison","charmed, paralyzed, poisoned, restrained","Darkvision 60 ft., passive Perception 14","Celestial, Common","10 (XP 5.900; PB +4)","Celestial Restoration. If the naga dies, it returns to life in 1d6 days and regains all its Hit Points unless Dispel Evil and Good is cast on its remains.","Multiattack. The naga makes two Bite attacks. It can replace any attack with a use of Poisonous Spittle.

Bite. Melee Attack Roll: +8, reach 10 ft. Hit: 17 (2d12 + 4) Piercing damage plus 22 (4d10) Poison damage.

Poisonous Spittle. Constitution Saving Throw: DC 16, one creature the naga can see within 60 feet. Failure: 31 (7d8) Poison damage, and the target has the Blinded condition until the start of the naga's next turn. Success: Half damage only.

Spellcasting. The naga casts one of the following spells, requiring no Somatic or Material components and using Wisdom as the spellcasting ability (spell save DC 16):

At will: Thaumaturgy

1/day each: Clairvoyance, Cure Wounds (level 6 version), Flame Strike (level 6 version), Geas, True Seeing","","","","","","","Desert, Forest, Planar (Upper Planes)","Relics"
"Guardian Portrait","CoS","227","Medium","Construct","unaligned","5 (natural armor)","22 (5d8)","0 ft.","1","1","10","14","10","10","","","","","poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","Darkvision 60 ft., passive Perception 10","Common, plus up to two other languages","1 (XP 200; PB +2)","Antimagic Susceptibility. The portrait is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the portrait must succeed on a Constitution saving throw against the caster's spell save DC or become unconscious for 1 minute.

Constructed Nature. An animated object doesn't require air, food, drink, or sleep.

The magic that animates an object is dispelled when the construct drops to 0 hit points. An animated object reduced to 0 hit points becomes inanimate and is too damaged to be of much use or value to anyone.

False Appearance. While the figure in the portrait remains motionless, the portrait is indistinguishable from a normal painting.

Innate Spellcasting. The portrait's innate spellcasting ability is Intelligence (spell save DC 12). The portrait can innately cast the following spells, requiring no material components:

3/day each: counterspell, crown of madness, hypnotic pattern, telekinesis","","","","","","","","",""
"Guardian Wolf","EGW","272","Huge","Monstrosity","unaligned","14 (natural armor)","66 (7d12 + 21)","60 ft.","22","14","16","5","12","8","","Perception +5, Stealth +4","","","","","passive Perception 15","Common, Elvish","4 (XP 1.100; PB +2)","Keen Hearing and Smell. The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.

Pack Tactics. The wolf has advantage on attack rolls against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated.","Multiattack. The wolf makes two attacks: one with its bite and one with its claws.

Bite. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 11 (1d10 + 6) piercing damage. If the target is a creature, it must succeed on a DC 16 Strength saving throw or be knocked prone.

Claws. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 15 (2d8 + 6) piercing damage.","","","","","","","",""
"Guardian of Gorm","QftIS","203","Medium","Humanoid","lawful good","16 (chain mail)","9 (2d8)","30 ft.","15","10","10","10","13","12","","Athletics +4, Insight +3, Religion +2","","","","","passive Perception 11","Common","1/8 (XP 25; PB +2)","Brave. The guardian has advantage on saving throws against the frightened condition.","Lightning Mace. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage plus 2 (1d4) lightning damage.

Handaxe. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d6 + 2) slashing damage.","","","","","","","",""
"Gulthias Blight","MM'25","45","Gargantuan","Plant","neutral evil","20","264 (16d20 + 96)","50 ft.","25","10","22","10","18","12","","Perception +9","","fire, necrotic","","deafened","Blindsight 120 ft., passive Perception 19","Common, Druidic","16 (XP 15.000; PB +5)","Blight Seeds. When it finishes a Long Rest, the blight expels 1d6 seeds into unoccupied spaces on the ground within 30 feet of itself. After 24 hours, the seeds become creatures under the blight's control. Roll 1d8 for each seed to determine the creature it becomes: on 1-4, Twig Blight; on 5-6, Needle Blight; on 7-8, Vine Blight.","Multiattack. The blight makes two attacks, using Slam or Thorn Volley in any combination. It also uses Life-Draining Root.

Slam. Melee Attack Roll: +12, reach 10 ft. Hit: 25 (4d8 + 7) Bludgeoning damage.

Thorn Volley. Ranged Attack Roll: +12, range 60/180 ft. Hit: 20 (3d8 + 7) Piercing damage.

Life-Draining Root. Constitution Saving Throw: DC 20, one Huge or smaller creature the blight can see within 30 feet. Failure: 14 (2d6 + 7) Necrotic damage, and the target has the Grappled condition (escape DC 17) from one of six roots. Until the grapple ends, the target has the Restrained condition and takes 14 (4d6) Necrotic damage at the start of each of its turns. The target's Hit Point maximum decreases by an amount equal to the Necrotic damage taken, and the blight regains Hit Points equal to that amount.","","","","","","","Forest",""
