Name,Source,Page,Level,Casting Time,Duration,School,Range,Components,Classes,Optional/Variant Classes,Subclasses,Text,At Higher Levels
Antipathy/Sympathy,PHB'14,214,8th,1 Hr.,10 days,encantamiento,60 pies,"V, S, M (either a lump of alum soaked in vinegar for the antipathy effect or a drop of honey for the sympathy effect)","Druid (PHB'14), Wizard (PHB'14)",Bard (PHB'14),"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","This spell attracts or repels creatures of your choice. You target something within Alcance, either a Enorme or smaller object or creature or an area that is no larger than a 200-foot cube. Then specify a kind of intelligent creature, such as red dragons, goblins, or vampires. You invest el objetivo with an aura that either attracts or repels the specified creatures for the Duracion. Choose antipathy or sympathy as the aura's effect.

Antipathy. The enchantment causes creatures of the kind you designated to feel an intense urge to leave the area and avoid el objetivo. When such a creature can see el objetivo or comes within 60 pies of it, the creature debe superar a Wisdom tirada de salvacion or become asustado. The creature remains asustado while it can see el objetivo or is within 60 pies of it. While asustado by el objetivo, the creature must use its movement to move to the nearest safe spot from which it can't see el objetivo. If the creature moves more than 60 pies from el objetivo and can't see it, the creature is no longer asustado, but the creature becomes asustado again if it regains sight of el objetivo or moves within 60 pies of it.

Sympathy. The enchantment causes the specified creatures to feel an intense urge to approach el objetivo while within 60 pies of it or able to see it. When such a creature can see el objetivo or comes within 60 pies of it, the creature debe superar a Wisdom tirada de salvacion or use its movement on each of its turns to enter the area or move within reach of el objetivo. When the creature has done so, it can't willingly move away from el objetivo.

If el objetivo damages or otherwise harms an affected creature, the affected creature can make a Wisdom tirada de salvacion to end the effect, as described below.

Ending the Effect. If an affected creature ends its turn while not within 60 pies of el objetivo or able to see it, the creature makes a Wisdom tirada de salvacion. On a successful save, the creature is no longer affected by el objetivo and recognizes the feeling of repugnance or attraction as magical. In addition, a creature affected by the spell is allowed another Wisdom tirada de salvacion every 24 hours while the spell persists.

A creature that successfully saves against this effect is immune to it for 1 minute, after which time it can be affected again.",
Antipathy/Sympathy,PHB'24,242,8th,1 Hr.,10 days,encantamiento,60 pies,"V, S, M (a mix of vinegar and honey)","Bard (PHB'24), Druid (PHB'24), Wizard (PHB'24)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","As you cast the spell, choose whether it creates antipathy or sympathy, and target una criatura or object that is Enorme or smaller. Then specify a kind of creature, such as red dragons, goblins, or vampires. A creature of the chosen kind makes a Wisdom tirada de salvacion when it comes within 120 pies of el objetivo. Your choice of antipathy or sympathy determines what happens to a creature when it fails that save:

Antipathy. The creature has the asustado condition. The asustado creature must use its movement on its turns to get as far away as possible from el objetivo, moving by the safest route.

Sympathy. The creature has the hechizado condition. The hechizado creature must use its movement on its turns to get as close as possible to el objetivo, moving by the safest route. If the creature is within 5 pies of el objetivo, the creature can't willingly move away. If el objetivo damages the hechizado creature, that creature can make a Wisdom tirada de salvacion to end the effect, as described below.

Ending the Effect. If the asustado or hechizado creature ends its turn more than 120 pies away from el objetivo, the creature makes a Wisdom tirada de salvacion. On a successful save, the creature is no longer affected by el objetivo. A creature that successfully saves against this effect is immune to it for 1 minute, after which it can be affected again.",
Arcane Eye,PHB'14,214,4th,accion,"Concentration, up to 1 hour",adivinacion,30 pies,"V, S, M (a bit of bat fur)","Artificer (TCE), Wizard (PHB'14)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Diviner (PHB'24) Wizard, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Knowledge (PHB'14) Cleric, Swarmkeeper (TCE) Ranger, Swarmkeeper (TCE) Ranger","You create an invisible, magical eye within Alcance that hovers in the air for the Duracion.

You mentally receive visual information from the eye, which has normal vision and Vision en la oscuridad out to 30 pies. The eye can look in every direction.

As an action, you can move the eye up to 30 pies in any direction. There is no limit to how far away from you the eye can move, but it can't enter another plane of existence. A solid barrier blocks the eye's movement, but the eye can pass through an opening as Pequeno as 1 inch in diameter.",
Arcane Eye,PHB'24,242,4th,accion,"Concentration, up to 1 hour",adivinacion,30 pies,"V, S, M (a bit of bat fur)","Artificer (EFA), Wizard (PHB'24)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Diviner (PHB'24) Wizard, Draconico (PHB'24) Sorcerer, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Knowledge (PHB'14) Cleric, Knowledge (FRHoF) Cleric, Light (PHB'24) Cleric, Swarmkeeper (TCE) Ranger, Swarmkeeper (TCE) Ranger","You create an invisible, invulnerable eye within Alcance that hovers for the Duracion. You mentally receive visual information from the eye, which can see in every direction. It also has Vision en la oscuridad with a Alcance of 30 pies.

As a Bonus Action, you can move the eye up to 30 pies in any direction. A solid barrier blocks the eye's movement, but the eye can pass through an opening as Pequeno as 1 inch in diameter.",
Arcane Gate,PHB'14,214,6th,accion,"Concentration, up to 10 minutes",conjuracion,500 pies,"V, S","Sorcerer (PHB'14), Warlock (PHB'14), Wizard (PHB'14)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You create linked teleportation portals that remain open for the Duracion. Choose two points on the ground that you can see, one point within 10 pies of you and one point within 500 pies of you. A circular portal, 10 pies in diameter, opens over each point. If the portal would open in the space occupied by a creature, the spell fails, and the casting is lost.

The portals are two-dimensional glowing rings filled with mist, hovering inches from the ground and perpendicular to it at the points you choose. A anillo is visible only from one side (your choice), which is the side that functions as a portal.

Any creature or object entering the portal exits from the other portal as if the two were adjacent to each other; passing through a portal from the nonportal side has no effect. The mist that fills each portal is opaque and blocks vision through it. On your turn, you can rotate the rings as a bonus action so that the active side faces in a different direction.",
Arcane Gate,PHB'24,242,6th,accion,"Concentration, up to 10 minutes",conjuracion,500 pies,"V, S","Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You create linked teleportation portals. Choose two Grande, unoccupied spaces on the ground that you can see, one space within Alcance and the other one within 10 pies of you. A circular portal opens in each of those spaces and remains for the Duracion.

The portals are two-dimensional glowing rings filled with mist that blocks sight. They hover inches from the ground and are perpendicular to it.

A portal is open on only one side (you choose which). Anything entering the open side of a portal exits from the open side of the other portal as if the two were adjacent to each other. As a Bonus Action, you can change the facing of the open sides.",
Arcane Lock,PHB'14,215,2nd,accion,Until dispelled,abjuracion,toque,"V, S, M (gold dust worth at least 25 gp, which the spell consumes)","Artificer (TCE), Wizard (PHB'14)",,"Abjurer (PHB'24) Wizard, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You touch a closed door, window, gate, chest, or other entryway, and it becomes locked for the Duracion. You and the creatures you designate when you cast this spell can open the object normally. You can also set a password that, when spoken within 5 pies of the object, suppresses this spell for 1 minute. Otherwise, it is impassable until it is broken or the spell is dispelled or suppressed. Casting knock on the object suppresses arcane lock for 10 minutes.

While affected by this spell, the object is more difficult to break or force open; the DC to break it or pick any locks on it increases by 10.",
Arcane Lock,PHB'24,242,2nd,accion,Until dispelled,abjuracion,toque,"V, S, M (gold dust worth 25+ GP, which the spell consumes)","Artificer (EFA), Wizard (PHB'24)",,"Abjurer (PHB'24) Wizard, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You touch a closed door, window, gate, container, or hatch and magically lock it for the Duracion. This lock can't be unlocked by any nonmagical means. You and any creatures you designate when you cast the spell can open and close the object despite the lock. You can also set a password that, when spoken within 5 pies of the object, unlocks it for 1 minute.",
Arcane Vigor,PHB'24,242,2nd,Bonus,instantaneo,abjuracion,personal,"V, S","Artificer (EFA), Sorcerer (PHB'24), Wizard (PHB'24)",,"Abjurer (PHB'24) Wizard, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You tap into your life force to heal yourself. Roll one or two of your unexpended Hit Point Dice, and regain a number of puntos de golpe equal to the roll's total plus your spellcasting ability modifier. Those dice are then expended.",Using a Higher-Level Spell Slot. The number of unexpended Hit Dice you can roll increases by one for each spell slot level above 2.
armadura of Agathys,PHB'14,215,1st,accion,1 hour,abjuracion,personal,"V, S, M (a cup of water)",Warlock (PHB'14),,"Conquest (XGE) Paladin, Conquest (XGE) Paladin","A protective magical force surrounds you, manifesting as a spectral frost that covers you and your gear. You gain 5 temporary puntos de golpe for the Duracion. If a creature hits you with a melee attack while you have these puntos de golpe, the creature recibe 5 cold dano.","A niveles superiores. When you cast this spell using a spell slot of 2nd level or higher, both the temporary puntos de golpe and the cold dano increase by 5 for each slot level above 1st."
