"Name,""Source"",""Page"",""Level"",""Casting Time"",""Duration"",""School"",""Range"",""Components"",""Classes"",""Optional/Variant Classes"",""Subclasses"",""Text"",""At Higher Levels""";;;;;;;;;;;;
Estadísticas de objetos animadosTamañoHPACAttackStrDexTiny2018+8 para impactar, 1d4 + 4 de daño418Pequeño2516+6 para impactar, 1d8 + 2 de daño614Medio4013+5 para impactar, 2d6 + 1 de daño1012Grande5010+6 para impactar, 2d10 + 2 de daño1410Enorme8010+8 para impactar, 2d12 + 4 daños 186 Un objeto animado es una construcción con CA, puntos de vida, ataques, Fuerza y Destreza determinados por su tamaño. Su Constitución es 10 y su Inteligencia y Sabiduría son 3, y su Carisma es 1. Su velocidad es de 30 pies; Si el objeto carece de patas u otros apéndices que pueda utilizar para la locomoción, tiene una velocidad de vuelo de 30 pies y puede flotar. Si el objeto está firmemente sujeto a una superficie o a un objeto más grande, como una cadena atornillada a una pared, su velocidad es 0. Tiene visión ciega con un radio de 30 pies y es ciego más allá de esa distancia. Cuando el objeto animado cae a 0 puntos de vida, vuelve a su forma de objeto original y cualquier daño restante se traslada a su forma de objeto original.;;;;;;;;;;;
;;;;;;;;;;;;
"Si ordenas a un objeto que ataque, puede realizar un único ataque cuerpo a cuerpo contra una criatura que se encuentre a 5 pies o menos de él. Realiza un ataque de golpe con una bonificación de ataque y un daño contundente determinado por su tamaño. El DM podría dictaminar que un objeto específico inflige daño cortante o perforante según su forma."",""En niveles superiores. Si lanzas este hechizo usando un espacio de hechizo de 6.º nivel o superior, puedes animar dos objetos adicionales para cada nivel de espacio por encima del 5.º.""";;;;;;;;;;;;
"Animar objetos,""PHB'24"",""240"",""5to"",""Acción"",""Concentración, hasta 1 minuto."",""Transmutación"",""120 pies"",""V, S"",""Artificiero (EFA), Bardo (PHB'24), Hechicero (PHB'24), Mago (PHB'24)"","""",""Clérigo de Forja (XGE), Clérigo de Forja (XGE)"",""Los objetos se animan a tus órdenes. Elija una cantidad de objetos no mágicos dentro del alcance que no se estén usando ni transportando, que no estén fijados a una superficie y que no sean gigantescos. La cantidad máxima de objetos es igual a tu modificador de habilidad de lanzamiento de hechizos"; para este número, un objetivo mediano o más pequeño cuenta como un objeto, un objetivo grande cuenta como dos y un objetivo enorme cuenta como tres.;;;;;;;;;;;
;;;;;;;;;;;;
Cada objetivo se anima, le crecen patas y se convierte en una construcción que utiliza el bloque de estadísticas de objeto animado; esta criatura está bajo tu control hasta que termine el hechizo o hasta que se reduzca a 0 puntos de vida. Cada criatura que crees con este hechizo es un aliado para ti y tus aliados. En combate, comparte tu recuento de iniciativa y toma su turno inmediatamente después del tuyo.;;;;;;;;;;;
;;;;;;;;;;;;
"Hasta que finalice el hechizo, puedes realizar una acción adicional para comandar mentalmente cualquier criatura que hayas creado con este hechizo si la criatura está a 500 pies de ti (si controlas varias criaturas, puedes comandar cualquiera de ellas al mismo tiempo, emitiendo la misma orden a cada una). Si no das ninguna orden, la criatura realiza la acción de esquivar y se mueve sólo para evitar daño. Cuando la criatura cae a 0 puntos de vida, vuelve a su forma de objeto y cualquier daño restante se transfiere a esa forma."",""Usando un espacio para hechizos de nivel superior. El daño de Embate de la criatura aumenta en 1d4 (Mediano o menor), 1d6 (Grande) o 1d12 (Enorme) por cada nivel de espacio de hechizo superior a 5.""";;;;;;;;;;;;
"Enemistarse,""BMT"",""50"",""3er"",""Acción"",""Instantáneo"",""Encantamiento"",""30 pies"",""V, S, M (un naipe que representa a un pícaro)"","""",""Bardo (PHB'14), Bardo (PHB'24), Hechicero (PHB'14), Hechicero (PHB'24), Brujo (PHB'14), Brujo (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Tramposo arcano (PHB'24) Pícaro, Tramposo arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador"",""Susurras palabras mágicas que antagonizan a una criatura de tu elección dentro de tu alcance. El objetivo debe realizar una tirada de salvación de Sabiduría. Si falla la salvación, el objetivo sufre 4d4 de daño psíquico y debe usar inmediatamente su reacción para realizar un ataque cuerpo a cuerpo contra otra criatura de tu elección que puedas ver. Si el objetivo no puede realizar este ataque (por ejemplo, porque no hay nadie a su alcance o porque su reacción no está disponible), el objetivo tiene desventaja en la siguiente tirada de ataque que realice antes del comienzo de su siguiente turno. Con una salvación exitosa, el objetivo recibe sólo la mitad del daño."",""En niveles superiores. Cuando lanzas este hechizo usando un espacio de hechizo de 4º nivel o superior, el daño aumenta en 1d4 por cada nivel de espacio por encima del 3º.""";;;;;;;;;;;;
"Caparazón antivida,""PHB'14"",""213"",""5to"",""Acción"",""Concentración, hasta 1 hora."",""Abjuración"",""Ser"",""V, S"",""Druida (PHB'14)"","""",""Muerte (DMG'14) Clérigo, Muerte (DMG'14) Clérigo, Tumba (XGE) Clérigo, Tumba (XGE) Clérigo, No-muerto (VRGR) Brujo, No-muerto (VRGR) Brujo"",""Una barrera brillante se extiende desde ti en un radio de 10 pies y se mueve contigo, permaneciendo centrada en ti y protegiendo a las criaturas que no sean muertos vivientes y constructos. La barrera dura todo el tiempo.";;;;;;;;;;;;
;;;;;;;;;;;;
La barrera impide que una criatura afectada pase o la atraviese. Una criatura afectada puede lanzar hechizos o realizar ataques con armas a distancia o de alcance a través de la barrera.;;;;;;;;;;;;
;;;;;;;;;;;;
"Si te mueves de modo que una criatura afectada se vea obligada a atravesar la barrera, el hechizo termina."",""""";;;;;;;;;;;;
"Caparazón antivida,""PHB'24"",""241"",""5to"",""Acción"",""Concentración, hasta 1 hora."",""Abjuración"",""Ser"",""V, S"",""Druida (PHB'24)"","""",""Muerte (DMG'14) Clérigo, Muerte (DMG'14) Clérigo, Tumba (XGE) Clérigo, Tumba (XGE) Clérigo, No-muerto (VRGR) Brujo, No-muerto (VRGR) Brujo"",""Un aura se extiende desde ti en una emanación de 10 pies mientras dura. El aura evita que otras criaturas que no sean Constructos y No-muertos pasen o la atraviesen. Una criatura afectada puede lanzar hechizos o realizar ataques con armas a distancia o de alcance a través de la barrera.";;;;;;;;;;;;
;;;;;;;;;;;;
"Si te mueves de modo que una criatura afectada se vea obligada a atravesar la barrera, el hechizo termina."",""""";;;;;;;;;;;;
"Campo antimagia,""PHB'14"",""213"",""octavo"",""Acción"",""Concentración, hasta 1 hora."",""Abjuración"",""Ser"",""V, S, M (una pizca de hierro en polvo o limaduras de hierro)"",""Clérigo (PHB'14), Mago (PHB'14)"","""",""Abjurador (PHB'24) Mago, Arcano (SCAG) Clérigo, Arcano (SCAG) Clérigo, Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero"",""Una esfera invisible de antimagia de 10 pies de radio te rodea. Esta área está divorciada de la energía mágica que impregna el multiverso. Dentro de la esfera, no se pueden lanzar hechizos, las criaturas convocadas desaparecen e incluso los objetos mágicos se vuelven mundanos. Hasta que finaliza el hechizo, la esfera se mueve contigo, centrada en ti.";;;;;;;;;;;;
;;;;;;;;;;;;
Los hechizos y otros efectos mágicos, excepto los creados por un artefacto o una deidad, se suprimen en la esfera y no pueden sobresalir de ella. Se consume un espacio gastado para lanzar un hechizo suprimido. Mientras un efecto está suprimido, no funciona, pero el tiempo que permanece suprimido cuenta para su duración.;;;;;;;;;;;;
;;;;;;;;;;;;
Efectos dirigidos. Los hechizos y otros efectos mágicos, como proyectil mágico y hechizar a una persona, que tienen como objetivo una criatura o un objeto en la esfera no tienen ningún efecto sobre ese objetivo.;;;;;;;;;;;;
;;;;;;;;;;;;
Áreas de Magia. El área de otro hechizo o efecto mágico, como una bola de fuego, no puede extenderse dentro de la esfera. Si la esfera se superpone a un área de magia, la parte del área cubierta por la esfera se suprime. Por ejemplo, las llamas creadas por un muro de fuego se suprimen dentro de la esfera, creando un espacio en el muro si la superposición es lo suficientemente grande.;;;;;;;;;;;;
;;;;;;;;;;;;
Hechizos. Cualquier hechizo activo u otro efecto mágico sobre una criatura u objeto en la esfera se suprime mientras la criatura u objeto esté en ella.;;;;;;;;;;;;
;;;;;;;;;;;;
Objetos mágicos. Las propiedades y poderes de los objetos mágicos se suprimen en la esfera. Por ejemplo, una espada larga +1 en la esfera funciona como una espada larga no mágica.;;;;;;;;;;;;
;;;;;;;;;;;;
Las propiedades y poderes de un arma mágica se suprimen si se usa contra un objetivo en la esfera o si la empuña un atacante en la esfera. Si un arma mágica o una pieza de munición mágica sale completamente de la esfera (por ejemplo, si disparas una flecha mágica o lanzas una lanza mágica a un objetivo fuera de la esfera), la magia del objeto deja de ser suprimida tan pronto como sale.;;;;;;;;;;;;
;;;;;;;;;;;;
Viaje mágico. La teletransportación y los viajes planos no funcionan en la esfera, ya sea que la esfera sea el destino o el punto de partida de dicho viaje mágico. Un portal a otro lugar, mundo o plano de existencia, así como una apertura a un espacio extradimensional como el creado por el hechizo truco de la cuerda, se cierra temporalmente mientras se está en la esfera.;;;;;;;;;;;;
;;;;;;;;;;;;
Criaturas y Objetos. Una criatura u objeto convocado o creado por magia desaparece temporalmente de la existencia en la esfera. Una criatura así reaparece instantáneamente una vez que el espacio que ocupaba ya no está dentro de la esfera.;;;;;;;;;;;;
;;;;;;;;;;;;
"Disipar magia. Los hechizos y efectos mágicos como disipar magia no tienen ningún efecto en la esfera. Asimismo, las esferas creadas por diferentes hechizos de campo antimagia no se anulan entre sí."",""""";;;;;;;;;;;;
"Campo antimagia,""PHB'24"",""241"",""octavo"",""Acción"",""Concentración, hasta 1 hora."",""Abjuración"",""Ser"",""V, S, M (limaduras de hierro)"",""Clérigo (PHB'24), Mago (PHB'24)"","""",""Abjurador (PHB'24) Mago, Arcano (SCAG) Clérigo, Arcano (SCAG) Clérigo, Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero"",""Un aura de antimagia te rodea en una emanación de 10 pies. Nadie puede lanzar hechizos, realizar acciones mágicas o crear otros efectos mágicos dentro del aura, y esas cosas no pueden apuntar ni afectar nada dentro de ella. Las propiedades mágicas de los objetos mágicos no funcionan dentro del aura ni sobre nada dentro de ella.";;;;;;;;;;;;
;;;;;;;;;;;;
Las áreas de efecto creadas por hechizos u otra magia no pueden extenderse dentro del aura, y nadie puede teletransportarse dentro o fuera de ella ni utilizar viajes planos allí. Los portales se cierran temporalmente mientras están en el aura.;;;;;;;;;;;;
;;;;;;;;;;;;
Los hechizos en curso, excepto los lanzados por un artefacto o una deidad, se suprimen en el área. Mientras un efecto está suprimido, no funciona, pero el tiempo que permanece suprimido cuenta para su duración.;;;;;;;;;;;;
;;;;;;;;;;;;
"Disipar Magia no tiene ningún efecto sobre el aura, y las auras creadas por diferentes hechizos de Campo Antimágico no se anulan entre sí."",""""";;;;;;;;;;;;
"Antipatía/Simpatía,""PHB'14"",""214"",""octavo"",""1 hora."",""10 dias"",""Encantamiento"",""60 pies"",""V, S, M (ya sea un trozo de alumbre empapado en vinagre para el efecto de antipatía o una gota de miel para el efecto de simpatía)"",""Druida (PHB'14), Mago (PHB'14)"",""Bardo (PHB'14)"",""Clérigo Arcanos (SCAG), Clérigo Arcanos (SCAG)"",""Este hechizo atrae o repele a las criaturas de tu elección. Apuntas a algo dentro del alcance, ya sea un objeto o criatura enorme o más pequeña o un área que no sea mayor que un cubo de 200 pies. Luego especifica un tipo de criatura inteligente, como dragones rojos, duendes o vampiros. Inviertes al objetivo con un aura que atrae o repele a las criaturas especificadas durante el tiempo que dure. Elija antipatía o simpatía como efecto del aura.";;;;;;;;;;;;
;;;;;;;;;;;;
Antipatía. El encantamiento hace que las criaturas del tipo que designaste sientan una intensa necesidad de abandonar el área y evitar al objetivo. Cuando una criatura así puede ver al objetivo o se acerca a 60 pies de él, debe superar una tirada de salvación de Sabiduría o asustarse. La criatura permanece asustada mientras pueda ver al objetivo o esté a 60 pies de él. Mientras está asustada por el objetivo, la criatura debe usar su movimiento para moverse al lugar seguro más cercano desde donde no pueda ver al objetivo. Si la criatura se mueve a más de 60 pies del objetivo y no puede verlo, ya no está asustada, pero vuelve a asustarse si recupera la vista del objetivo o se mueve a menos de 60 pies de él.;;;;;;;;;;;;
;;;;;;;;;;;;
Compasión. El encantamiento hace que las criaturas especificadas sientan una intensa necesidad de acercarse al objetivo mientras se encuentran a 60 pies de él o pueden verlo. Cuando dicha criatura puede ver al objetivo o se acerca a 60 pies de él, la criatura debe superar una tirada de salvación de Sabiduría o usar su movimiento en cada uno de sus turnos para entrar en el área o moverse dentro del alcance del objetivo. Cuando la criatura lo ha hecho, no puede alejarse voluntariamente del objetivo.;;;;;;;;;;;;
;;;;;;;;;;;;
Si el objetivo daña o daña de otra manera a una criatura afectada, la criatura afectada puede realizar una tirada de salvación de Sabiduría para finalizar el efecto, como se describe a continuación.;;;;;;;;;;;;
;;;;;;;;;;;;
Poner fin al efecto. Si una criatura afectada termina su turno mientras no está a 60 pies del objetivo o no puede verlo, la criatura realiza una tirada de salvación de Sabiduría. Con una salvación exitosa, la criatura ya no se ve afectada por el objetivo y reconoce el sentimiento de repugnancia o atracción como mágico. Además, a una criatura afectada por el hechizo se le permite otra tirada de salvación de Sabiduría cada 24 horas mientras el hechizo persiste.;;;;;;;;;;;;
;;;;;;;;;;;;
"Una criatura que logra salvarse contra este efecto es inmune a él durante 1 minuto, después de lo cual puede volver a verse afectada."",""""";;;;;;;;;;;;
"Antipatía/Simpatía,""PHB'24"",""242"",""octavo"",""1 hora."",""10 dias"",""Encantamiento"",""60 pies"",""V, S, M (una mezcla de vinagre y miel)"",""Bardo (PHB'24), Druida (PHB'24), Mago (PHB'24)"","""",""Clérigo Arcanos (SCAG), Clérigo Arcanos (SCAG)"",""Mientras lanzas el hechizo, elige si crea antipatía o simpatía, y apunta a una criatura u objeto que sea Enorme o más pequeño. Luego especifica un tipo de criatura, como dragones rojos, duendes o vampiros. Una criatura del tipo elegido realiza una tirada de salvación de Sabiduría cuando se acerca a 120 pies del objetivo. Tu elección entre antipatía o simpatía determina lo que le sucede a una criatura cuando falla esa salvación:";;;;;;;;;;;;
;;;;;;;;;;;;
Antipatía. La criatura tiene la condición Asustada. La criatura Asustada deberá utilizar su movimiento en sus turnos para alejarse lo más posible del objetivo, desplazándose por la ruta más segura.;;;;;;;;;;;;
;;;;;;;;;;;;
Compasión. La criatura tiene la condición de Encantada. La criatura Embrujada deberá utilizar su movimiento en sus turnos para acercarse lo más posible al objetivo, moviéndose por la ruta más segura. Si la criatura está a 5 pies del objetivo, no puede alejarse voluntariamente. Si el objetivo daña a la criatura encantada, esa criatura puede realizar una tirada de salvación de Sabiduría para finalizar el efecto, como se describe a continuación.;;;;;;;;;;;;
;;;;;;;;;;;;
"Poner fin al efecto. Si la criatura Asustada o Hechizada termina su turno a más de 120 pies del objetivo, la criatura realiza una tirada de salvación de Sabiduría. Con una salvación exitosa, la criatura ya no se ve afectada por el objetivo. Una criatura que logra salvarse contra este efecto es inmune a él durante 1 minuto, después del cual puede volver a verse afectada."",""""";;;;;;;;;;;;
